id,parameter_set_id,source,qualifier,amount,units
60899,8915,Incentive,,45.0000,"% of cost"
60900,6837,Incentive,min,5500.0000,$
60901,6837,Incentive,max,100000.0000,$
60902,7477,Incentive,max,6000.0000,$
60903,7477,Incentive,,10.0000,"% of cost"
60904,7477,System,min,100.0000,W
60905,7478,System,min,15.0000,"Square Feet"
60906,7478,Incentive,,10.0000,"% of cost"
60907,7478,Incentive,max,6000.0000,$
60908,1917,Incentive,max,4000.0000,$
60912,1134,Incentive,,3.0000,%
60913,1134,Incentive,max,20000.0000,$
60914,1134,Incentive,max,5.0000,Years
60915,183,Incentive,min,1.0000,%
60916,183,Incentive,max,10.0000,"% of cost"
61061,1850,System,max,15.0000,kW-DC
61062,1850,Incentive,,0.3385,"$/kWh (15 years)"
61063,1851,System,min,16.0000,kW-DC
61064,1851,System,max,25.0000,kW-DC
61065,1851,Incentive,,0.3235,"$/kWh (20 years)"
61066,1852,System,min,26.0000,kW-DC
61067,1852,System,max,250.0000,kW-DC
61068,1852,Incentive,,0.3195,"$/kWh (20 years)"
61069,1853,System,min,251.0000,kW-DC
61070,1853,System,max,500.0000,kW-DC
61071,1853,Incentive,,0.2855,"$/kWh (20 years)"
61072,1854,System,min,501.0000,kW-DC
61073,1854,System,max,999.0000,kW-DC
61074,1854,Incentive,,0.2375,"$/kWh (20 years)"
61075,1855,System,max,5000.0000,kW-DC
61076,1855,Incentive,,0.1985,"$/kWh (20 years)"
61077,1855,Incentive,,0.2165,"$/kWh (20 years)"
61078,1858,System,max,5000.0000,kW
61079,1858,Incentive,,0.3335,"$/kWh (20 years)"
61080,1859,System,max,5000.0000,kW
61081,1859,Incentive,,0.1895,"$/kWh (20 years)"
61082,7505,System,min,1000.0000,kW-DC
61083,7505,System,max,4999.0000,kW-DC
61084,7505,Incentive,,0.1805,"$/kWh (20 years)"
61085,7506,System,min,5000.0000,kW-DC
61086,7506,System,max,39000.0000,kW-DC
61087,7506,Incentive,,0.1745,"$/kWh (20 years)"
61088,7507,System,min,251.0000,kW-DC
61089,7507,System,max,500.0000,kW-DC
61090,7507,Incentive,,0.3145,"$/kWh (20 years)"
61091,7508,System,min,501.0000,kW-DC
61092,7508,System,max,1000.0000,kW-DC
61093,7508,Incentive,,0.2665,"$/kWh (20 years)"
61094,8916,System,min,1000.0000,kW-AC
61095,8916,System,max,4999.0000,kW-DC
61096,8916,Incentive,,0.2075,"$/kWh (20 years)"
61097,8917,Incentive,max,20000.0000,$
61098,8917,Incentive,max,90.0000,"% of cost"
61099,184,Incentive,,0.6000,$/kWh
61100,184,Incentive,max,2000.0000,$
61101,7013,Incentive,max,100.0000,"% of cost"
61102,6839,Incentive,max,80.0000,"% of cost"
61103,193,Incentive,,100.0000,%
61104,6785,Incentive,min,5000.0000,$
61105,6785,Incentive,max,20000.0000,$
61114,1786,Incentive,max,750.0000,$
61121,2758,Incentive,max,2000.0000,$
61122,5821,Incentive,min,185.0000,$
61123,5821,Incentive,max,750.0000,$
61124,7772,Incentive,,250.0000,$/Unit
61125,7773,Incentive,max,1000.0000,$
61126,8918,Incentive,max,15000.0000,$
61129,7558,Incentive,,40.0000,"% of cost"
61130,7558,Incentive,max,65000.0000,$
61131,1913,System,max,500.0000,kW-AC
61132,1913,Incentive,max,0.2000,$/W
61133,1915,Incentive,max,120.0000,$/BTU
61134,1915,Incentive,min,70.0000,$/BTU
61135,1915,System,max,100.0000,kW-AC
61136,2042,Incentive,,40.0000,"% of cost"
61137,2042,Incentive,max,10000.0000,$
61138,1767,Incentive,max,50.0000,"% of cost"
61156,7629,Incentive,min,400.0000,$/Unit
61157,7629,Incentive,max,500.0000,$/Unit
61158,7630,Incentive,min,100.0000,$
61159,7630,Incentive,max,250.0000,$
61160,7631,Incentive,min,250.0000,$
61161,7631,Incentive,max,1650.0000,$
61162,7632,Incentive,min,1000.0000,$
61163,7632,Incentive,max,1400.0000,$
61164,7633,Incentive,min,0.5000,"$/square foot"
61165,7633,Incentive,max,1.5000,"$/square foot"
61166,7634,Incentive,,80.0000,$
61167,7635,Incentive,min,100.0000,$
61168,7635,Incentive,max,700.0000,$
61169,7636,Incentive,min,1.0000,"$/square foot"
61170,7636,Incentive,max,1.5000,"$/square foot"
61171,8919,Incentive,max,450.0000,$/kW
61172,8919,Incentive,max,5400.0000,$/Unit
61173,3675,Incentive,max,950.0000,$
61174,3676,Incentive,min,800.0000,$/Unit
61175,3676,Incentive,max,8000.0000,$
61176,3679,Incentive,max,1500.0000,$
61211,7409,Incentive,min,1.0000,"$/square foot"
61212,7409,Incentive,max,12.0000,"$/square foot"
61213,7643,Incentive,min,100.0000,$/Unit
61214,7643,Incentive,max,400.0000,$/Unit
61215,7644,Incentive,,70.0000,$/Unit
61216,7645,Incentive,min,1000.0000,$/Unit
61217,7645,Incentive,max,3000.0000,$/Unit
61218,7647,Incentive,min,100.0000,$/Unit
61219,7647,Incentive,max,250.0000,$/Unit
61220,7648,Incentive,min,100.0000,$/Unit
61221,7648,Incentive,max,250.0000,$/Unit
61222,7649,Incentive,min,0.2500,"$/square foot"
61223,7649,Incentive,max,1.9000,"$/square foot"
61224,7650,Incentive,,10.0000,"$/linear foot"
61225,7651,Incentive,,900.0000,$
61226,8920,Incentive,min,30.0000,$/fixture
61227,8920,Incentive,max,440.0000,$/fixture
61228,6835,Incentive,max,2500.0000,$
61229,7668,Incentive,max,7500.0000,$
61230,7668,System,,,
61231,501,Incentive,min,900.0000,$
61232,501,Incentive,max,1050.0000,$
61233,502,Incentive,min,0.1100,$/W-AC
61234,502,Incentive,max,0.1300,$/W-AC
61235,502,Incentive,max,13000.0000,$
61236,7652,Incentive,min,0.1100,$/W-AC
61237,7652,Incentive,max,0.1300,$/W-AC
61238,7652,Incentive,max,13000.0000,
61239,7653,Incentive,min,0.8000,$/W
61240,7653,Incentive,max,1.0000,$/W
61241,7653,Incentive,max,6000.0000,$
61242,8922,Incentive,min,700.0000,$/kWh
61243,8922,Incentive,max,900.0000,$/kWh
61244,8922,Incentive,max,10800.0000,$
61245,2092,Incentive,max,2000.0000,$
61246,7623,Incentive,,1000.0000,$/Unit
61247,7623,System,max,12.0000,kW
61248,8923,System,min,12.1000,kW
61249,8923,Incentive,,0.1200,"$/first year kWh savings"
61250,3681,Incentive,,50.0000,$/Unit
61251,3682,Incentive,,50.0000,$/Unit
61252,3684,Incentive,,500.0000,$/Unit
61253,3685,Incentive,,40.0000,$/Unit
61254,3686,Incentive,max,500.0000,$/Unit
61255,3687,Incentive,,30.0000,$/Unit
61256,7771,Incentive,,100.0000,$/Unit
61257,2204,Incentive,min,75.0000,$/ton
61258,2204,Incentive,max,200.0000,$/ton
61259,2205,Incentive,min,250.0000,$/Unit
61260,2205,Incentive,max,500.0000,$/Unit
61261,2206,Incentive,max,6.0000,$/Unit
61262,2208,Incentive,min,30.0000,$/Unit
61263,2208,Incentive,max,80.0000,$/Unit
61264,7084,Incentive,,250.0000,$
61265,7085,Incentive,,75.0000,$
61266,7086,Incentive,min,0.1200,"$/square foot"
61267,7086,Incentive,max,0.2500,"$/square foot"
61268,7087,Incentive,,0.5000,"$/linear foot"
61269,7088,Incentive,,250.0000,$
61270,7089,Incentive,,25.0000,$
61271,7090,Incentive,,75.0000,$
61272,8182,Incentive,max,100.0000,$/fixture
61273,8183,Incentive,,1875.0000,$
61274,8184,Incentive,min,300.0000,$
61275,8184,Incentive,max,1125.0000,$
61312,2083,Incentive,,90.0000,$/ton
61313,2083,Incentive,max,310.0000,$/ton
61314,2085,Incentive,,150.0000,$/horsepower
61315,7091,Incentive,min,0.2500,"$/square foot"
61316,7091,Incentive,max,0.3500,"$/square foot"
61317,7092,Incentive,,85.0000,$/Unit
61318,7093,Incentive,,0.6000,$/kWh
61319,7094,Incentive,,2500.0000,$
61320,7770,Incentive,,250.0000,$
61321,1749,Incentive,min,358.0000,$/kW
61322,1749,Incentive,min,0.1200,$/kWh
61323,1749,Incentive,max,420.0000,$
61324,1749,Incentive,max,0.1400,$/kWh
61325,7107,Incentive,min,250.0000,$/ton
61326,7107,Incentive,max,2000.0000,$/ton
61327,7108,Incentive,min,100.0000,$/ton
61328,7108,Incentive,max,1000.0000,$/ton
61329,7769,Incentive,,250.0000,$/Unit
61330,4343,Incentive,min,2500.0000,$/Unit
61331,4343,Incentive,max,3500.0000,$/Unit
61332,4344,Incentive,min,1200.0000,$/Unit
61333,4344,Incentive,max,5000.0000,$/Unit
61334,4345,Incentive,,0.2500,"$/first year kWh savings"
61335,4346,Incentive,,1.0000,"$/therm displaced"
61336,2751,Incentive,max,4000.0000,$
61337,5102,Incentive,max,15000.0000,$
61338,2752,Incentive,max,8000.0000,$
61339,8925,Incentive,max,1500.0000,$/Unit
61340,8926,Incentive,max,50.0000,"% of cost"
61341,8927,Incentive,min,500.0000,$/ton
61342,8927,Incentive,max,1000.0000,$/ton
61343,8928,Incentive,min,100.0000,$/Unit
61344,8928,Incentive,max,600.0000,$/Unit
61345,8929,Incentive,,0.2000,$/kWh
61346,8930,Incentive,,0.2000,$/kWh
61436,3947,Incentive,,100.0000,$/Unit
61437,3948,Incentive,,100.0000,$/Unit
61438,3949,Incentive,,50.0000,$/Unit
61439,3950,Incentive,,200.0000,$/Unit
61440,3951,Incentive,,200.0000,$/Unit
61441,3952,Incentive,,10.0000,$/Unit
61442,3953,Incentive,,300.0000,$/Unit
61443,3954,Incentive,,25.0000,$/Unit
61444,3955,Incentive,max,250.0000,$/ton
61445,3955,Incentive,,150.0000,$/ton
61446,3956,Incentive,,250.0000,$/Unit
61447,3957,Incentive,,150.0000,$/Unit
61448,6085,Incentive,,50.0000,$/Unit
61449,8932,Incentive,min,0.3000,"$/square foot"
61450,8932,Incentive,max,0.7500,"$/square foot"
61451,8933,Incentive,,3.0000,"$/square foot"
61452,8934,Incentive,min,100.0000,$/ton
61453,8934,Incentive,max,150.0000,$/ton
61454,8935,Incentive,min,500.0000,$
61455,8935,Incentive,max,750.0000,$
61456,8936,Incentive,min,1000.0000,$
61457,8936,Incentive,max,3500.0000,$
61480,8937,Incentive,,0.1500,"$/kWh (1 year)"
61481,8938,Incentive,,0.1500,"$/kWh (1 year)"
61482,8939,Incentive,min,75.0000,$/ton
61483,8939,Incentive,max,200.0000,$/ton
61484,8940,Incentive,min,100.0000,$/ton
61485,8940,Incentive,max,250.0000,$/ton
61486,8941,Incentive,min,75.0000,$/Unit
61487,8941,Incentive,max,250.0000,$/Unit
61488,8942,Incentive,,200.0000,$/Unit
61489,8943,Incentive,,3000.0000,$
61490,8944,Incentive,,4000.0000,$
61611,6781,System,max,6000.0000,
61612,6781,Incentive,,0.0300,$/kWh
61613,6781,Incentive,max,110.0000,$
61614,6782,System,min,6000.0000,
61615,6782,System,max,10000.0000,
61616,6782,Incentive,,0.0300,$/kWh
61617,6782,Incentive,max,158.0000,$
61618,8945,System,min,10000.0000,
61619,8945,System,max,26000.0000,
61620,8945,Incentive,,0.0300,$/kWh
61621,8945,Incentive,max,363.0000,
61622,8946,System,min,26000.0000,
61623,8946,Incentive,,0.0300,$/kWh
61624,8946,Incentive,max,2250.0000,$
61625,8947,System,max,6000.0000,
61626,8947,Incentive,,0.0300,$/kWh
61627,8947,Incentive,max,82.0000,$
61628,8948,System,min,6000.0000,
61629,8948,System,max,10000.0000,
61630,8948,Incentive,,0.0300,$/kWh
61631,8948,Incentive,max,118.0000,$
61632,8949,System,min,10000.0000,
61633,8949,System,max,26000.0000,
61634,8949,Incentive,,0.0300,$/kWh
61635,8949,Incentive,max,272.0000,$
61636,8950,System,min,26000.0000,
61637,8950,Incentive,,0.0300,$/kWh
61638,8950,Incentive,max,1687.0000,$
61639,8951,Incentive,,200.0000,$
61640,6821,Incentive,,100.0000,"% of cost"
61641,6821,Incentive,max,40000.0000,$/Unit
61642,6821,Incentive,max,80000.0000,$
61643,6822,Incentive,,80.0000,"% of cost"
61644,6822,Incentive,max,25000.0000,$/Unit
61645,6822,Incentive,max,50000.0000,$
61646,6823,Incentive,,60.0000,"% of cost"
61647,6823,Incentive,max,8000.0000,$/Unit
61648,6823,Incentive,max,16000.0000,$
61650,1823,Incentive,,100.0000,%
61655,2967,Incentive,,30.0000,%
61656,2967,Incentive,max,9000.0000,$
61657,2969,Incentive,,30.0000,%
61658,2969,Incentive,max,9000.0000,$
61659,1641,Incentive,min,5.0000,$/Unit
61660,1641,Incentive,max,180.0000,$/Unit
61661,1642,Incentive,min,70.0000,$/ton
61662,1642,Incentive,max,150.0000,$/ton
61663,1643,Incentive,,200.0000,$/Unit
61819,8952,Incentive,min,50.0000,$/Unit
61820,8952,Incentive,,150.0000,$/Unit
61821,8953,Incentive,min,200.0000,$/Unit
61822,8953,Incentive,max,4500.0000,$/Unit
61823,8954,Incentive,min,100.0000,$/Unit
61824,8954,Incentive,max,1000.0000,$/Unit
61825,8955,Incentive,min,40.0000,$/Unit
61826,8955,Incentive,max,200.0000,$/Unit
61827,8956,Incentive,min,50.0000,$/Unit
61828,8956,Incentive,max,150.0000,$/Unit
61829,8957,Incentive,,100.0000,$/Unit
61830,8958,Incentive,min,300.0000,$
61831,8958,Incentive,max,7000.0000,$
61832,8959,Incentive,min,0.1500,"$/square foot"
61833,8959,Incentive,max,0.2000,"$/square foot"
61834,8960,Incentive,,2.0000,"$/square foot"
61835,8961,Incentive,min,0.5000,"$/square foot"
61836,8961,Incentive,max,30.0000,"$/square foot"
61837,8962,Incentive,,10.0000,$/Unit
61838,8962,Incentive,,1000.0000,$/Unit
61839,8963,Incentive,min,70.0000,$/Unit
61840,8963,Incentive,,300.0000,$/Unit
61841,8964,Incentive,,0.0300,$/kWh
61842,8965,Incentive,min,0.5000,$
61843,8965,Incentive,max,30.0000,$
61892,8966,Incentive,,15.0000,$
61893,8967,Incentive,,35.0000,$
61894,8968,Incentive,max,750.0000,$
61895,8969,Incentive,,200.0000,$
61896,8970,Incentive,min,25.0000,$
61897,8970,System,,800.0000,$
61898,8971,Incentive,,85.0000,$
61899,8972,Incentive,,1400.0000,$
61900,8973,Incentive,max,1400.0000,$
61901,8974,Incentive,,1400.0000,$
61902,8975,Incentive,min,1800.0000,$
61903,8975,Incentive,max,3000.0000,$
61904,8976,Incentive,min,450.0000,$
61905,8976,Incentive,max,600.0000,$
61914,8977,Incentive,min,250.0000,$
61915,8977,Incentive,max,1100.0000,$
61916,8978,Incentive,,550.0000,$
61917,7744,Incentive,,250.0000,$/Unit
61918,7745,Incentive,,50.0000,$/Unit
61919,7746,Incentive,,50.0000,$
61920,7747,Incentive,min,150.0000,$/ton
61921,7747,Incentive,max,750.0000,$/ton
61922,7748,Incentive,,50.0000,$/Unit
61923,7749,Incentive,max,500.0000,$
61924,8234,Incentive,max,999999.9999,$
61930,6912,Incentive,max,25000.0000,$
61931,8979,Incentive,max,4500.0000,$
61935,8980,Incentive,min,500.0000,$/Unit
61936,8980,Incentive,max,2500.0000,$/Unit
61937,8981,Incentive,,500.0000,$/Unit
61972,8985,Incentive,,0.0000,%
61973,8985,Incentive,max,10.0000,Years
61990,8982,Incentive,min,1.9900,%
61991,8982,Incentive,max,3.9900,%
61992,8982,Incentive,min,1500.0000,$
61993,8982,Incentive,max,5000.0000,$
61994,8982,Incentive,max,5.0000,Years
61995,8983,Incentive,min,1.9900,%
61996,8983,Incentive,max,3.9900,%
61997,8983,Incentive,min,5001.0000,$
61998,8983,Incentive,max,10000.0000,$
61999,8983,Incentive,min,5.0000,Years
62000,8983,Incentive,max,10.0000,Years
62001,8984,Incentive,min,1.9900,%
62002,8984,Incentive,max,3.9900,%
62003,8984,Incentive,min,10001.0000,$
62004,8984,Incentive,max,20000.0000,$
62005,8984,Incentive,max,10.0000,Years
62006,6913,Incentive,max,500.0000,$
62007,6914,Incentive,max,1500.0000,$
62008,6915,Incentive,min,200.0000,$
62009,6915,Incentive,max,600.0000,$
62012,8986,Incentive,max,11400.0000,$/Unit
62013,8987,Incentive,,200.0000,$
62014,8988,Incentive,max,1000.0000,$/Unit
62015,8989,Incentive,max,5000.0000,$/Unit
62016,8990,Incentive,max,500.0000,$
62023,8991,Incentive,,1800.0000,$/Unit
62024,8991,Incentive,,2700.0000,$/Unit
62025,8992,Incentive,,600.0000,$/Unit
62026,8992,Incentive,,1000.0000,$/Unit
62027,8993,Incentive,min,15000.0000,$/Unit
62028,8993,Incentive,max,25000.0000,$/Unit
62029,6797,Incentive,,4000.0000,$/Unit
62030,6798,Incentive,,50.0000,"% of cost"
62031,6798,Incentive,max,42000.0000,$
62032,8994,Incentive,,3000.0000,$/Unit
62033,6792,Incentive,,150.0000,$
62040,8995,Incentive,,500.0000,$/Unit
62041,8996,Incentive,,200.0000,$/kWh
62042,8996,Incentive,,50.0000,"% of cost"
62046,6989,Incentive,,1000.0000,$
62047,6960,Incentive,max,500.0000,$
62048,6961,Incentive,max,250.0000,$
62049,8997,Incentive,max,1000.0000,$/Unit
62050,8998,Incentive,max,549.0000,$/Unit
62051,8999,Incentive,,500.0000,$/Unit
62052,8999,Incentive,max,1000.0000,$/Unit
62065,9000,Incentive,max,750.0000,$
62066,9001,Incentive,max,3000.0000,$
62067,8126,Incentive,max,999999.9999,$
62068,8139,Incentive,max,500000.0000,$
62069,7011,Incentive,,50.0000,$
62074,9003,Incentive,,50.0000,"% of cost"
62075,9003,Incentive,max,500.0000,$
62076,9004,Incentive,max,50.0000,"% of cost"
62077,9004,Incentive,,1000.0000,$/kW
62078,9006,Incentive,max,50.0000,"% of cost"
62079,9006,Incentive,max,7500.0000,$
62080,9007,Incentive,,15000.0000,$
62100,9012,Incentive,,90.0000,"% of cost"
62101,9012,Incentive,,100.0000,"% of cost"
62102,9012,Incentive,max,15000.0000,$
62103,9014,Incentive,,50.0000,"% of cost"
62104,9014,Incentive,,60.0000,"% of cost"
62105,9014,Incentive,,5000.0000,$
62106,9015,Incentive,,15000.0000,$
62107,9008,Incentive,,90.0000,"% of cost"
62108,9008,Incentive,,100.0000,"% of cost"
62109,9008,Incentive,max,15000.0000,$
62110,9009,Incentive,,50.0000,"% of cost"
62111,9009,Incentive,,50.0000,"% of cost"
62112,9009,Incentive,max,5000.0000,$
62113,9010,Incentive,max,15000.0000,$
62114,9016,Incentive,min,120.0000,$
62115,9016,Incentive,max,250.0000,$
62116,9017,Incentive,min,150.0000,$
62117,9017,Incentive,max,250.0000,$
62120,9019,Incentive,,50.0000,"% of cost"
62121,9019,Incentive,max,250.0000,$
62122,9020,Incentive,,250.0000,$
62123,9021,Incentive,,250.0000,$
62124,9022,Incentive,min,750.0000,$
62125,9022,Incentive,max,1500.0000,$
62130,9023,Incentive,max,1200.0000,$
62131,9023,Incentive,,50.0000,"% of cost"
62132,9024,Incentive,max,3000.0000,$
62133,9025,Incentive,max,5000.0000,$
62134,9026,Incentive,max,3000.0000,$/Unit
62135,9027,Incentive,,5000.0000,$/Unit
62136,6999,Incentive,,400.0000,$
62137,6996,Incentive,,500.0000,$
62138,6995,Incentive,min,250.0000,$
62139,6995,Incentive,max,500.0000,$
62148,9028,Incentive,,2500.0000,$/Unit
62149,9029,Incentive,,3500.0000,$/Unit
62150,9030,Incentive,,20000.0000,$/Unit
62151,9031,Incentive,,25000.0000,$/Unit
62152,9032,Incentive,,500.0000,$
62153,9033,Incentive,max,7500.0000,$
62154,9034,Incentive,,70000.0000,$
62155,9035,Incentive,,50.0000,"% of cost"
62156,9035,Incentive,max,20000.0000,$
62185,9036,Incentive,max,1500.0000,$
62186,9037,Incentive,max,1000.0000,$
62187,9038,Incentive,max,1000.0000,$
62188,9039,Incentive,max,4000.0000,$
62201,9040,Incentive,,50.0000,"% of cost"
62202,9041,Incentive,max,1000.0000,$
62203,9042,Incentive,max,7500.0000,$
62204,6920,Incentive,,500.0000,$
62215,6917,Incentive,min,2500.0000,$/Unit
62216,6917,Incentive,max,3500.0000,$/Unit
62217,9043,Incentive,min,7500.0000,$/Unit
62218,9043,Incentive,max,30000.0000,$/Unit
62219,9044,Incentive,,100.0000,$/kWh
62222,6916,Incentive,min,3000.0000,$
62223,6916,Incentive,max,6000.0000,$
62230,7678,Incentive,min,75.0000,$
62231,7678,Incentive,max,120.0000,$
62232,7679,Incentive,,100.0000,$
62237,4699,Incentive,,300.0000,$/Unit
62241,9045,Incentive,min,250.0000,$/ton
62242,9045,Incentive,max,400.0000,$/ton
62243,9046,Incentive,,300.0000,$
62244,9047,Incentive,min,15.0000,$
62245,9047,Incentive,max,60.0000,$
62246,4705,Incentive,,50.0000,"% of cost"
62247,4705,Incentive,max,7.0000,$/Unit
62248,4707,Incentive,,300.0000,$/Unit
62249,4708,Incentive,min,15.0000,$/Unit
62250,4708,Incentive,max,60.0000,$/Unit
62256,7671,Incentive,max,75.0000,$/Unit
62257,9048,Incentive,max,25.0000,$/Unit
62258,9049,Incentive,,250.0000,$/Unit
62259,9050,Incentive,,250.0000,$/Unit
62260,9051,Incentive,,250.0000,$/Unit
62326,2278,Incentive,max,600.0000,$
62327,2279,Incentive,max,800.0000,$
62336,9063,Incentive,,500.0000,$/kWh
62337,9064,Incentive,,5000.0000,$/Unit
62338,9065,Incentive,max,2.0000,$/W
62339,17,Incentive,,50.0000,$
62340,18,Incentive,min,150.0000,$/Unit
62341,19,Incentive,max,300.0000,$
62342,19,Incentive,min,0.1250,"$/square foot"
62343,19,Incentive,max,0.4000,"$/square foot"
62344,20,Incentive,min,300.0000,$
62345,20,Incentive,max,550.0000,$
62346,4967,Incentive,,450.0000,$/Unit
62347,4968,Incentive,min,550.0000,$/Unit
62348,4968,Incentive,max,675.0000,$/Unit
62349,4969,Incentive,min,100.0000,$/Unit
62350,4969,Incentive,max,150.0000,$/Unit
62351,4970,Incentive,,500.0000,$/Unit
62352,6816,Incentive,max,100000.0000,$
62353,8136,Incentive,max,999999.9999,$
62354,8113,Incentive,max,25000.0000,$
62355,8113,Incentive,,80.0000,"% of cost"
62364,7952,Incentive,,0.3600,$/W-AC
62365,7952,Incentive,max,3600.0000,$
62366,7953,Incentive,,400.0000,$/kWh
62367,7953,Incentive,max,5400.0000,$
62369,9066,Incentive,max,10000.0000,$
62370,2401,Incentive,,450.0000,$/Unit
62371,3046,Incentive,max,5000.0000,$
62372,3046,Incentive,,0.1000,"$/square foot"
62373,6607,Incentive,,0.4000,"$/square foot"
62374,6608,Incentive,,50.0000,$/horsepower
62375,9067,Incentive,,0.1200,$/W-AC
62376,9068,Incentive,min,10.0000,$
62377,9068,Incentive,max,20.0000,$
62378,9069,Incentive,min,25.0000,$/ton
62379,9069,Incentive,max,50.0000,$/ton
62380,9070,Incentive,,50.0000,$/Unit
62381,9071,Incentive,min,50.0000,$/Unit
62382,9071,Incentive,max,75.0000,$/Unit
62383,9072,Incentive,min,30.0000,$/Unit
62384,9072,Incentive,max,250.0000,$/Unit
62385,9073,Incentive,,0.0500,$/kWh
62386,9074,Incentive,,50.0000,$/ton
62387,9075,Incentive,max,1000.0000,$
62388,1806,Incentive,max,10000.0000,$
62389,9076,Incentive,max,3000.0000,$
62390,3166,Incentive,,100.0000,$/Unit
62391,3169,Incentive,max,700.0000,$/Unit
62392,3171,Incentive,max,350.0000,$
62393,3171,Incentive,min,100.0000,$
62394,3172,Incentive,max,750.0000,$
62395,3172,Incentive,min,100.0000,$
62396,3173,Incentive,,40.0000,$
62397,5846,Incentive,,200.0000,$
62398,5847,Incentive,max,450.0000,$
62399,5848,Incentive,,450.0000,$
62417,9086,Incentive,max,350.0000,$
62418,9087,Incentive,min,200.0000,$
62419,9087,Incentive,max,500.0000,$
62420,9088,Incentive,min,50.0000,$/Unit
62421,9088,Incentive,max,100.0000,$/Unit
62422,9089,Incentive,,400.0000,$
62423,9090,Incentive,,350.0000,$/Unit
62424,9090,Incentive,,450.0000,$/Unit
62425,9091,Incentive,,200.0000,$/Unit
62426,9091,Incentive,,300.0000,$/Unit
62427,9092,Incentive,,50.0000,$
62428,9093,Incentive,max,25.0000,$
62429,9093,Incentive,min,10.0000,$
62430,9094,Incentive,min,5.0000,$/Unit
62431,9094,Incentive,max,60.0000,$/Unit
62432,9095,Incentive,min,300.0000,$/Unit
62433,9095,Incentive,max,700.0000,$/Unit
62434,9096,Incentive,min,15.0000,$
62435,9096,Incentive,max,525.0000,$
62436,9097,Incentive,min,75.0000,$/Unit
62437,9097,Incentive,max,525.0000,$/Unit
62438,9098,Incentive,,150.0000,$/horsepower
62439,9099,Incentive,,25.0000,$
62440,9100,Incentive,,25.0000,$
62441,6515,Incentive,min,10.0000,$/Unit
62442,6515,Incentive,max,25.0000,$/Unit
62443,6516,Incentive,min,25.0000,$/Unit
62444,6516,Incentive,max,1500.0000,$/Unit
62445,6517,Incentive,min,20.0000,$/ton
62446,6517,Incentive,max,50.0000,$/ton
62447,6518,Incentive,min,2.0000,$/ton
62448,6518,Incentive,max,5.0000,$/ton
62449,6519,Incentive,max,50.0000,"% of cost"
62480,9101,Incentive,min,25.0000,$
62481,9101,Incentive,max,50.0000,$
62482,9102,Incentive,,25.0000,$
62483,9103,Incentive,,25.0000,$
62484,9104,Incentive,,25.0000,$
62485,9105,Incentive,,25.0000,$
62486,9106,Incentive,min,0.5000,$/Unit
62487,9106,Incentive,max,5.0000,$/Unit
62488,9107,Incentive,min,150.0000,$/Unit
62489,9107,Incentive,max,300.0000,$/Unit
62490,9108,Incentive,,200.0000,$/ton
62491,9109,Incentive,,400.0000,$/ton
62492,9110,Incentive,,400.0000,$
62493,9111,Incentive,max,500.0000,$
62494,9112,Incentive,max,500.0000,$
62495,9113,Incentive,,100.0000,$
62510,9114,Incentive,,100.0000,"% of cost"
62511,9115,Incentive,,75.0000,"% of cost"
62512,9116,Incentive,min,100.0000,$
62513,9116,Incentive,max,1500.0000,$
62514,9117,Incentive,max,1500.0000,$
62515,9118,Incentive,max,450.0000,$
62516,9119,Incentive,max,500.0000,$
62517,9119,Incentive,min,100.0000,$
62518,9120,Incentive,,500.0000,$
62519,9121,Incentive,min,25.0000,$/Unit
62520,9121,Incentive,max,85.0000,$/Unit
62521,9122,Incentive,min,1000.0000,$
62522,9122,Incentive,max,10000.0000,$
62523,9123,Incentive,,350.0000,$
62524,9123,Incentive,,450.0000,$
62525,9124,Incentive,min,25.0000,$/Unit
62526,9124,Incentive,max,85.0000,$/Unit
62527,9125,Incentive,,200.0000,$/Unit
62528,9125,Incentive,min,1.0000,$/MBTUh
62529,9125,Incentive,max,2.0000,$/MBTUh
62530,9126,Incentive,,1.0000,$/MBTUh
62531,9127,Incentive,,50.0000,$/Unit
62532,9127,Incentive,,1000.0000,$/Unit
62533,6434,Incentive,,250.0000,$/ton
62534,6434,Incentive,,175.0000,$/ton
62535,6435,Incentive,,200.0000,$/ton
62536,7047,Incentive,,5000.0000,$
62537,4804,Incentive,max,2400.0000,$
62538,4804,Incentive,min,1500.0000,$
62539,4805,Incentive,min,250.0000,$
62540,4805,Incentive,max,2400.0000,$
62541,4807,Incentive,max,125.0000,$
62542,4807,Incentive,min,75.0000,$
62543,4810,Incentive,min,0.2000,"$/square foot"
62544,4810,Incentive,max,2.5000,"$/square foot"
62545,4825,Incentive,max,1250.0000,$
62546,4826,Incentive,max,100.0000,$
62547,4826,Incentive,max,1500.0000,$
62548,4827,Incentive,min,75.0000,$
62549,4827,Incentive,max,175.0000,$
62550,6061,Incentive,min,400.0000,$
62551,6061,Incentive,max,,
62574,9130,Incentive,,100.0000,$
62575,9131,Incentive,,500.0000,$
62594,9132,Incentive,,500.0000,$
62595,9133,Incentive,,50.0000,$
62596,9134,Incentive,,50.0000,$
62597,9135,Incentive,,50.0000,$
62598,9136,Incentive,,50.0000,$
62599,9137,Incentive,,25.0000,$
62600,9138,Incentive,,50.0000,"% of cost"
62601,9138,Incentive,max,125.0000,$
62602,9139,Incentive,,50.0000,"% of cost"
